radiculaire	radicular
inclinaison	tilt
récessif	dominant
religion	religion
himation	himation
arbitrairement	arbitrarily
putrescible	putrescible
bord	border
caroténoïde	carotenoid
parka	parka
guilde	guild
sérogroupage	serotyping
danser	dance
mouillé	humid
exophtalmie	exophthalmos
benjoin	benzoin
galvanique	galvanic
immigrer	immigrate
rendre	render
prêle	horsetail
absorber	absorb
crotale	rattlesnake
bétel	betel
émaillerie	enameling
équarrissage	rendering
dévouer	devote
magnétique	magnetic
ethnolinguistique	ethnolinguistics
jamo	jamo
céleste	supernal
creuser	delve
thyrse	thyrsus
streptocoque	streptococcus
quota	quota
scénarimage	storyboard
arracher	wrest
exhibitionniste	flasher
notation	rating
pinces	pincers
néodyme	neodymium
parier	gamble
parallèle	parallel
isolation	insulation
seiche	cuttlefish
drague	dredge
slalom	slalom
évasif	elusive
reste	remnant
parapente	paraglider
soviet	soviet
basiquement	basically
lotus	lotus
arroyo	arroyo
vérifier	vet
creuset	crucible
nonchalant	nonchalant
claque	claque
kitsch	kitschy
taboulé	tabbouleh
corps	body
galeux	mangy
légal	legal
luminosité	luminosity
savarin	trolley
spatiotemporel	spatiotemporal
parfait	perfect
convive	guest
gantelet	gauntlet
maman	mum
midi	noon
fanatique	zealot
cruauté	cruelty
moto	motorcycle
sire	sire
dû	due
gambade	gambol
protectorat	protectorate
normalement	normally
oméga	omega
ananas	pineapple
défini	defined
paléographie	paleography
raclée	hiding
rafraichissement	refreshment
brutalité	brutality
intervenir	intervene
mèche	candle
farine	flour
tricot	knitting
votif	votive
bavarder	chat
crucifier	crucify
nègre	nigger
action	influence
manucure	manicure
conjonctivite	conjunctivitis
gestionnaire	manager
pacifiste	pacifistic
coder	encode
détendu	relaxed
subduction	subduction
idyllique	idyllic
genette	genet
pénal	penal
rationaliser	rationalize
bénir	bless
prolétaire	proletarian
fortifier	fortify
méthodique	methodical
lie	dregs
kat	kat
indice	subscript
émétique	emetic
volaille	poultry
redirection	redirection
sursis	deferment
lépidoptère	lepidopteran
astrologie	astrology
invraisemblance	unlikeliness
entreprise	undertaking
dogme	dogma
osmose	osmosis
pinson	finch
liquéfaction	liquefaction
vernaculaire	vernacular
salope	slut
plantureux	curvaceous
renommée	fame
fossa	fossa
sinter	sinter
fondement	basis
chiottes	shitter
damier	draughts
boutefeu	blaster
fierté	pride
flétan	halibut
désamarrage	undocking
aérodrome	airfield
dactylo	typist
sémantique	semantics
client	client
réexposition	recapitulation
ignorance	ignorance
désespéré	hopeless
canoë	canoe
hypocondrie	hypochondria
dense	concentrated
dater	date
couronnement	coronation
incalculable	countless
fil	die
rational	rationale
halte	halt
galaxie	galaxy
neutronium	neutronium
luisant	glossy
industriel	industrial
laborieux	laborious
prostitution	prostitution
course	racing
faisceau	bundle
mutex	mutex
quiche	quiche
bauxite	bauxite
diphtongaison	diphthongisation
averse	shower
exposant	superscript
ovulation	ovulation
catalytique	catalytic
entreposer	warehouse
restitution	restitution
iode	iodine
warfarine	warfarin
dribble	dribble
gong	gong
bioluminescence	bioluminescence
braise	ember
vermouth	vermouth
ormeau	pawa
cantillation	cantillation
rhodopsine	rhodopsin
héroïque	heroism
ribonucléase	ribonuclease
putatif	putative
apprêter	prime
assaillir	assail
démissionner	resign
complément	complement
extradition	extradition
cascadeur	stuntman
robustesse	robustness
glacière	icebox
malin	malign
poule	hen
sportif	sportsman
créneaux	crenellation
onduler	undulate
moustiquaire	screen
escorte	escort
demoiselle	lady
surplace	standstill
irrémédiable	irredeemable
protocole	protocol
kiosque	newsstand
stylite	stylite
aliéniste	alienist
vilebrequin	brace
diffamer	defamatory
finalisation	finalisation
adultère	adulterer
voyeur	lurker
micropaléontologie	micropaleontology
déplorer	deplore
intransigeant	intransigent
enlever	kidnap
agence	bureau
prévenir	avert
volant	flying
libération	liberation
confins	outbounds
deuxièmement	secondly
accusation	accusation
macron	macron
monotonie	monotony
complexité	complexity
rougeâtre	ruddy
bizutage	hazing
nécessiter	necessitate
bitume	bitumen
chenapan	rascal
égoïste	selfish
ultérieurement	later
tertio	thirdly
adhésif	adhesive
sphinx	sphinx
exhumation	exhumation
schwa	schwa
kumquat	kumquat
lacrymal	lachrymal
agressif	brash
superstition	superstition
vidéocassette	videotape
glu	birdlime
femtocell	femtocell
odieux	hateful
stigmatisé	stigmatized
écu	ecu
lacet	switchback
satyre	satyr
bactériophage	bacteriophage
luminaire	light
lunettes	spectacles
butée	abutment
utérin	uterine
choyer	coddle
autoroutier	motorway
pâturage	meadow
lutteur	wrestler
dôme	dome
gendarme	constable
déconnecter	disconnect
échappement	exhaust
discrétionnaire	discretionary
balance	scales
fatalisme	fatalism
dénonciation	accusation
éjaculation	ejaculation
endonucléase	endonuclease
incliner	bend
propriétaire	manager
rapport	condition
humide	wet
atoll	atoll
concierge	concierge
adolescent	teenager
springer	springer
raisonner	elicit
écervelé	scatterbrained
répressif	repressive
bovin	bovine
bof	meh
herbier	herbarium
volcanique	volcanic
infectieux	infectious
virtualité	virtuality
colis	baggage
salut	hi
acte	collection
concession	concession
triploïdie	triploidy
formule	formula
amuïssement	mute
fricative	fricative
anglicisation	anglicisation
abonnement	subscription
tachyon	tachyon
saleté	dirtiness
hypothèse	hypothesis
sternum	sternum
stylistique	stylistics
arrestation	bust
puceau	virgin
nucléosome	nucleosome
excité	horny
préfet	prefecture
mausolée	mausoleum
bibliophilie	bibliophilia
minimaliste	minimalist
plus	another
ébouriffé	unkempt
spéléologique	speleological
arpenter	survey
instant	jiffy
cru	crude
aquilin	aquiline
diaboliquement	diabolically
donneur	giver
ruse	craftiness
gousse	pod
taurillon	bullock
mixte	mixed
anémie	anemia
dedans	within
photophobie	photophobia
épitaxie	epitaxy
lame	sword
groupement	grouping
dicter	dictate
angiographie	angiography
démembrer	dismember
balai	broom
conséquence	consequence
élire	vote
senneur	seiner
présentation	entry
enfantin	infantile
nécrologie	necrology
bigorneau	periwinkle
intuitif	intuitive
réprobateur	reproachful
pyrogravure	pyrography
clou	stud
psychopathe	psycho
cartographique	cartographic
aumône	charity
orgueil	haughty
végétalien	vegan
illustre	shining
couver	brood
cestode	cestode
jamahiriya	jamahiriya
brioche	brioche
pruneau	prune
besace	satchel
nectarine	nectarine
intriguer	finagle
anaphorique	anaphoric
éteint	extinct
cordal	chordal
sobriquet	nickname
entendre	hear
télécommunication	telecommunication
nez	nose
désaltérer	quench
stratovolcan	stratovolcano
langage	language
rénover	renovate
lèvres	vulva
sophiste	sophist
conduire	lead
rarement	rarely
zoologiste	zoologist
joue	cheek
journalier	daily
politique	politics
compatir	commiserate
particulariser	particularize
correspondance	correspondence
décélérateur	decelerating
dépendant	dependent
révolte	mutiny
permuter	swap
but	intention
violent	extreme
restant	leftover
nuisible	harmful
lopéramide	loperamide
visualiser	visualize
vandale	vandal
adorable	adorable
ville	town
lande	moorland
cérusite	cerussite
indéterministe	nondeterministic
bactéries	bacteria
phospholipide	phospholipid
enfouissement	landfill
précautionneux	cautious
glucocorticoïde	glucocorticoid
lettre	note
krypton	krypton
mayonnaise	mayonnaise
fugace	fleeting
tournoyer	twirl
semis	nursery
camarade	comrade
alcalin	alkaline
présomption	presumption
peuple	tradition
pérylène	perylene
chebec	xebec
martial	martial
urgent	urgent
adulation	adulation
andrewsarchus	andrewsarchus
feuilleton	column
expansé	expanded
ingestion	ingestion
flottille	flotilla
assaut	onslaught
arithmétique	arithmetic
nénette	chick
câlin	cuddly
noctambule	sleepwalker
silex	flint
ovule	ovum
hyperesthésie	hyperesthesia
formol	formalin
vacances	recess
blesser	harm
allaiter	nurse
riposter	retaliate
groseillier	currant
préparer	groom
grignoter	nibble
décompression	decompression
trombe	waterspout
ramper	fawn
latitude	parallel
calife	caliph
pantographe	pantograph
plumbago	plumbago
lèvres	labia
souper	supper
accroître	increase
ongle	nail
coupable	perpetrator
colorimétrique	colorimetric
corindon	corundum
apporter	bring
coacher	coach
parasitisme	parasitism
confiscation	confiscation
silicone	silicone
éluer	elute
aéroplane	aeroplane
penser	think
outre	goatskin
arcologie	arcology
créer	form
gargouille	gargoyle
transpiration	perspiration
ellipsoïde	ellipsoid
khôl	kohl
farci	stuffed
peindre	paint
amande	almond
séquoia	redwood
élégance	elegance
gé	gee
aventure	adventure
périastre	periastron
touffe	tuft
populaire	popular
borne	klick
comportement	demeanor
sélectif	choosy
réflexion	reflected
néphéline	nepheline
ultra	ultra
veste	jacket
epsilon	epsilon
histone	histone
cabinet	cabinet
probe	good
étayer	underpin
mangeoire	birdfeeder
concision	conciseness
psychosomatique	psychosomatic
paléontologiste	paleontologist
reconstruire	rebuild
prudence	wariness
benne	dumper
cubèbe	cubeb
manchot	penguin
réduit	reduced
mégalopole	megalopolis
paranoïaque	paranoid
inexpérimenté	inexperienced
passionnément	passionately
ta	dah
quadrant	quadrant
physiognomonie	physiognomy
embarrassant	embarrassing
limité	limited
boxer	box
pâle	pallid
médisance	calumny
maniérisme	mannerism
extranet	extranet
plèbe	pleb
marionnette	marionette
base	base
jazz	jazz
encablure	cable
irrédentisme	irredentism
funèbre	funeral
soubresaut	jolt
xylème	xylem
orthèse	orthosis
désolation	desolation
timbrer	stamp
salmonelle	salmonella
alerter	alert
bifide	bifid
déclamer	declaim
maquillage	makeup
braise	embers
autour	around
hermaphrodisme	hermaphrodism
carrière	career
collectivisme	collectivism
dossard	bib
pistolet	handgun
gouvernement	government
subreptice	surreptitious
prose	prose
consommer	consume
quolibet	gibe
maintenir	sustain
frigorifique	refrigerating
tourner	turn
muter	mutate
van	van
agriculture	agriculture
hexagonal	hexagonal
féerique	fairy
body	body
teenager	teenager
féministe	feminist
synchronisme	synchronism
poussah	tumbler
lumière	light
airain	bronze
obstinément	obstinately
réciproque	converse
jalousie	envy
typiquement	typically
internement	internment
version	version
tourmaline	tourmaline
ballade	ballade
hème	porphyrin
succube	succubus
guirlande	garland
nauséeux	queasy
vautre	boarhound
phénotypique	phenotypic
grandir	grow
éducation	upbringing
désespoir	despair
tenseur	tensor
anapeste	anapest
tragédie	tragic
vu	given
pétaloïde	petaloid
préfixer	prepend
ablette	bleak
citadin	townspeople
glouton	wolverine
fronton	pediment
célibat	bachelorhood
conversation	conversation
monostable	monostable
exclusion	exclusion
springbok	springbok
nécrologie	eulogy
stimulus	stimulus
enrôlement	enlistment
prédire	divine
saponaire	soapwort
bicaméral	bicameral
discrètement	unobtrusively
blouson	jacket
périscope	periscope
choucroute	sauerkraut
produit	product
dépeindre	paint
imbriquer	interleave
sommeil	sleeping
alimenter	feed
inefficace	ineffective
vacances	vacation
vaincre	vanquish
conventionnellement	conventionally
caleçon	drawers
lier	bind
explosif	explosive
audible	audible
ajuster	adjust
répliquer	reply
adéquat	suitable
flasque	flask
performance	performance
fervent	admirer
indulgent	tolerant
géographique	geographic
concessionnaire	dealer
autruche	ostrich
rapidement	quickly
excuse	apology
rigueur	rigour
vivable	bearable
flacherie	flacherie
gain	gain
virologie	virology
obfuscation	obfuscation
suif	tallow
virtuel	virtual
effectuer	effect
châtiment	chastisement
divertissement	disport
interdépendance	interdependence
fustiger	excoriate
pavaner	swagger
si	whether
nerveusement	nervously
détection	detection
boisson	tea
startup	startup
uraninite	uraninite
hygiène	hygiene
bouton	button
champignon	mushroom
embranchement	branch
interpersonnel	interpersonal
étoile	star
plat	platter
stokes	stokes
perception	perception
aéronautique	aeronautics
viatique	viaticum
clandestin	clandestine
deal	deal
fusil	fusil
minutieux	minute
racial	racial
entendre	recognize
découvrir	discover
méromictique	meromictic
fixateur	fixer
phytopathologie	phytopathology
hypermétrope	farsighted
amélioré	improved
immortel	immortality
pygmée	pigmy
burger	burger
orchestral	orchestral
linéarité	linearity
imberbe	beardless
riad	riad
mercantile	mercantile
digestible	digestible
charité	charity
sittelle	nuthatch
géométrie	geometry
antiterrorisme	antiterrorism
isométrie	isometry
dilatation	dilatation
mode	mode
vogue	vogue
octa	octa
ascension	ascension
versionnage	versioning
spinal	spinal
chimie	chemistry
douc	douc
extension	extension
récidiviste	recidivist
toilettes	restroom
gobie	goby
tapecul	seesaw
privatif	privative
déserteur	deserter
primogéniture	primogeniture
histoire	story
antiracisme	antiracism
macrocosme	macrocosm
ininflammable	nonflammable
asexué	androgynous
ciseau	scissor
rassurant	reassuring
hic	glitch
célébrer	celebrate
silence	hush
scrupule	compunction
somnoler	drowse
justaucorps	jerkin
monosyllabique	monosyllabic
préfigurer	prefigure
vocabulaire	vocabulary
radin	skinflint
négocier	treat
extrémisme	extremism
malléole	malleolus
époux	husband
modeler	model
émail	enamel
obliger	force
mariage	wedding
coutre	coulter
écriture	writing
mandataire	proxy
pitoyable	pitiable
naïf	naive
flérovium	flerovium
quarantième	fortieth
nibble	nibble
sauce	sauce
peste	pest
intervertir	interchange
axis	axis
moucher	extinguish
vendeur	vendor
colique	colic
soumettre	overpower
lier	attach
demoiselle	damsel
verrouiller	bolt
compétence	competence
rapacité	rapacity
jongler	juggle
gymnase	gymnasium
animateur	animator
hétérozygotie	heterozygosity
désertion	desertion
parallélépipède	parallelepiped
transept	transept
racer	racer
parmesan	parmesan
subterfuge	subterfuge
paroles	lyrics
flirt	flirting
fédéral	federal
sabbat	sabbath
pathos	pathos
décongestionnant	decongestant
installer	install
poitrine	brisket
chênaie	oakwood
loterie	lottery
brutaliser	brutalise
fidèlement	faithfully
plaine	plain
mener	lead
éloigner	remove
sanguinaire	bloodthirsty
décroître	decrease
anniversaire	birthday
symptomatologie	symptomatology
syringomyélie	syringomyelia
déraison	unreason
juridiction	territory
commotion	concussion
étaler	display
fratrie	siblings
monochromatique	monochromatic
financé	funded
sociolinguistique	sociolinguistics
polyandre	polyandrous
conte	fable
dégorger	disgorge
cyclisme	cycling
écrire	write
tronçon	stub
bromance	bromance
lemniscate	lemniscate
faible	weakness
semoule	semolina
réhabiliter	rehabilitate
malnutrition	malnutrition
harpie	harpy
technologique	technology
tabulatrice	tabulator
ronde	patrol
inactivité	inactivity
prospérer	thrive
courageusement	bravely
roue	cartwheel
mouvoir	move
grimper	climb
fouillis	shambles
rare	rare
nuageux	cloudy
mixité	coed
séropositif	seropositive
devant	ahead
implémenter	implement
embarrasser	obstruct
camarine	crowberry
perlocutoire	perlocutionary
pinçon	pinch
espresso	espresso
dégrader	demote
incroyablement	unbelievably
poumon	lung
engendrer	spawn
culture	cultivation
nettoyer	clean
heureusement	luckily
boulon	bolt
méritoire	meritorious
condamner	condemn
rébarbatif	surly
bombarde	bombard
orthorhombique	orthorhombic
agréer	accept
outing	outing
endothélium	endothelium
sincère	truthful
affirmer	maintain
soutra	sutra
demeurer	abide
drakkar	longship
saupoudrage	dusting
conine	coniine
témoignage	proof
déchirure	tear
mythe	myth
follement	madly
touriste	tourist
nouer	knot
abstème	teetotaller
éclater	shard
convexe	convex
consacrer	consecrate
commander	command
